,,,,,UM 49 08 Rekomendasi Atas Penghapusbukuan Aset.pdf,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
No,No Aset,Subreg,Cabang,Profit Center,Keterangan Aset,Asset Class,Nilai Aset,Umur Ekonomis,Tanggal Perolehan,Nilai Perolehan,Mekanisme Penghapusbukuan  ,Alasan Penghapusan ,Kajian Hukum,Kajian Ekonomis,Kajian Risiko,Nilai Pasar,Realisasi Pelaksanaan Penghapusbukuan,,,,,,,,
,,,,,,,,,,,,,,,,,Aset telah dilakukan penghapusbukuan secara Administrasi atau Jual Lelang (Ya/Tidak),Jika Tidak Dilakukan Penghapusbukuan sebutkan alasannya, Realisasi Metode Penghapusbukuan (Jual Lelang/Hapus Administrasi),Tahun Pelaksanaan,Nominal Terjual,Nilai PPN + Materai + Dll,Dokumen Laporan Pelaksanaan Penghapusbukuan dari Regional/Sub Regional/Cabang ke KANTOR PUSAT Pelindo 3/Regional Head 3,,Cek DAT
53,120508000137,REGION KALIMANTAN ,KOTABARU,12505,Mitsubishi Strada Triton GLX,Kendaraan ,Rp47.390.909,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp22.900.000,Ya,,Jual Lelang,31/12/2021,22.900.000,25.200.000,https://drive.google.com/file/d/1QIyLpPOh8wKc2BSEGmv8Vj5Y_CPoYPWC/view?usp=drive_link,,#N/A
54,120507000533,REGION KALIMANTAN,KUMAI,12510,Pengadaan Kursi Fiber Glass,Alat-alat Fisipel,Rp5,60,,,Hapus Administrasi,Migrasi Data,Migrasi Data,Migrasi Data,,,Ya,,Hapus Administrasi,31/12/2021,,,https://drive.google.com/file/d/1QIyLpPOh8wKc2BSEGmv8Vj5Y_CPoYPWC/view?usp=drive_link,,#N/A
55,120504000196,REGION KALIMANTAN,TPKB,12502,RTG No. 05 & 06,Alat-alat Fisipel,Rp197.945.637,180,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp1.180.100.000,Tidak,Tidak Laku,,31/12/2021,,,https://drive.google.com/file/d/1QIyLpPOh8wKc2BSEGmv8Vj5Y_CPoYPWC/view?usp=drive_link,,#N/A
56,120504000197,REGION KALIMANTAN,TPKB,12502,Rubber Tyred Gantry No. 02,Alat-alat Fisipel,Rp291.429.254,180,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp561.200.000,Ya,,Jual Lelang,31/12/2021,566.354.545,623.000.000,https://drive.google.com/file/d/1QIyLpPOh8wKc2BSEGmv8Vj5Y_CPoYPWC/view?usp=drive_link,,#N/A
57,120504000198,REGION KALIMANTAN,TPKB,12502,Rubber Tyred Gantry No. 03,Alat-alat Fisipel,Rp286.398.164,180,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp556.769.000,Ya,,Jual Lelang,31/12/2021,558.172.727,614.000.000,https://drive.google.com/file/d/1QIyLpPOh8wKc2BSEGmv8Vj5Y_CPoYPWC/view?usp=drive_link,,#N/A
58,120504000199,REGION KALIMANTAN,TPKB,12502,Rubber Tyred Gantry No. 04,Alat-alat Fisipel,Rp142.434.221,180,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp561.200.000,Ya,,Jual Lelang,31/12/2021,566.354.545,623.000.000,https://drive.google.com/file/d/1QIyLpPOh8wKc2BSEGmv8Vj5Y_CPoYPWC/view?usp=drive_link,,#N/A
59,120504000166,REGION KALIMANTAN,SAMPIT,12508,Mounted Crane,Alat-alat Fisipel,Rp1,180,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp12.021.000,Tidak,Tidak Laku,,31/12/2021,,,,,#N/A
60,120508000121,REGION KALIMANTAN,SAMPIT,12508,Toyota Rush,Kendaraan ,Rp38.096.364,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp28.600.000,Ya,,Jual Lelang,31/12/2021,29.081.818,32.000.000,https://drive.google.com/file/d/1QIyLpPOh8wKc2BSEGmv8Vj5Y_CPoYPWC/view?usp=drive_link,,#N/A
61,120508000122,REGION KALIMANTAN,SAMPIT,12508,Nissan XTrail 2 WD CVT ST S/T,Kendaraan ,Rp64.345.964,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp40.700.000,Ya,,Jual Lelang,31/12/2021,40.900.000,45.000.000,https://drive.google.com/file/d/1QIyLpPOh8wKc2BSEGmv8Vj5Y_CPoYPWC/view?usp=drive_link,,#N/A
62,120508000084,REGION JAWA,TANJUNG EMAS,12302,Mobil Tangga,Kendaraan ,Rp80.000.000,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp16.000.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
63,120504000261,REGION JAWA,TPKS,12304,Side Loader Mitsubishi (SL.02),Kendaraan ,Rp2.781.423,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp11.899.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
64,120504000262,REGION JAWA,TPKS,12304,Terminal Tractor/HT (HT104) Merk Ottawa,Alat-alat Fisipel,Rp3.916.853,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp5.378.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
65,120504000262,REGION JAWA,TPKS,12304,Terminal Tractor/HT (HT107) Merk Ottawa,Alat-alat Fisipel,Rp3.916.853,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp5.378.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
66,120504000262,REGION JAWA,TPKS,12304,Terminal Tractor/HT (HT108) Merk Ottawa,Alat-alat Fisipel,Rp3.916.853,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp5.378.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
67,120504000262,REGION JAWA,TPKS,12304,Terminal Tractor/HT (HT109) Merk Ottawa,Alat-alat Fisipel,Rp3.916.853,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp5.378.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
68,120504000263,REGION JAWA,TPKS,12304,ChassisGemala (CH108),Alat-alat Fisipel,Rp1.708.861,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp6.397.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
69,120504000263,REGION JAWA,TPKS,12304,ChassisGemala (CH110),Alat-alat Fisipel,Rp1.708.861,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp6.397.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
70,120504000263,REGION JAWA,TPKS,12304,ChassisGemala (CH113),Alat-alat Fisipel,Rp1.708.861,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp6.397.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
71,120504000263,REGION JAWA,TPKS,12304,ChassisGemala (CH121),Alat-alat Fisipel,Rp1.708.861,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp6.397.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
72,120504000263,REGION JAWA,TPKS,12304,ChassisGemala (CH122),Alat-alat Fisipel,Rp1.708.861,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp6.397.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
73,120504000264,REGION JAWA,TPKS,12304,Forklift Elektric Nichiyu (FE.01),Alat-alat Fisipel,Rp9.842.483,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp6.263.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
74,120504000270,REGION JAWA,TPKS,12304,Head Truck/VL115/Merk Volvo,Alat-alat Fisipel,Rp26.671.180,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp12.000.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
75,120504000273,REGION JAWA,TPKS,12304,Forklift : Side Loader Merk Mitsubishi (SL01) Kapasitas 10 Ton Type FD.180,Alat-alat Fisipel,Rp28.776.298,120,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp22.066.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
76,120504000276,REGION JAWA,TPKS,12304,Fix Spreader CC,Alat-alat Fisipel,Rp217.180,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp5.807.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
77,120504000419,REGION JAWA,TPKS,12304,Forklift Elektric Nichiyu (FE.02),Alat-alat Fisipel,Rp10.490.754,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp5.610.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
78,120504000420,REGION JAWA,TPKS,12304,Forklift Elektric Nichiyu (FE.03),Alat-alat Fisipel,Rp1.360.000,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp5.818.000,Ya,,Jual Lelang,31/12/2021,912.345.678,1.003.590.246,https://drive.google.com/drive/folders/17YqjwYsqiqDqmBHcetrnlLwXMr6waZO9,,#N/A
79,120508000036,REGION JAWA,REGION JATIM,12201,Toyota Kijang Pick Up (L 9001 RE)  (Break Down) ,Kendaraan,Rp18.135.606,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp25.000.000,Tidak,,Jual Lelang,31/12/2021,,,,,
80,120508000050,REGION JAWA,REGION JATIM,12201,Toyota Kijang Innova (L 1091 PQ),Kendaraan,Rp34.239.091,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp85.000.000,Tidak,,Jual Lelang,31/12/2021,,,,,
81,120508000051,REGION JAWA,REGION JATIM,12201,Toyota Kijang Innova (L 1088 PQ),Kendaraan,Rp34.239.091,60,,,Jual Lelang,Migrasi Data,Migrasi Data,Migrasi Data,,Rp85.000.000,Tidak,,Jual Lelang,31/12/2021,,,,,
